[2024-03-13 09:40:25,999][12256] Saving configuration to /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/config.json...
[2024-03-13 09:41:06,346][13611] Decorrelating experience for 256 frames...
[2024-03-13 09:41:06,626][13802] Decorrelating experience for 256 frames...
[2024-03-13 09:41:06,921][12256] Heartbeat connected on RolloutWorker_w3
[2024-03-13 09:41:07,249][13485] Decorrelating experience for 256 frames...
[2024-03-13 09:41:07,289][13357] Decorrelating experience for 256 frames...
[2024-03-13 09:41:07,327][13643] Decorrelating experience for 256 frames...
[2024-03-13 09:41:07,353][12256] Heartbeat connected on RolloutWorker_w9
[2024-03-13 09:41:07,498][12256] Heartbeat connected on RolloutWorker_w5
[2024-03-13 09:41:07,518][13644] Decorrelating experience for 256 frames...
[2024-03-13 09:41:07,679][13452] Decorrelating experience for 256 frames...
[2024-03-13 09:41:07,698][13231] Decorrelating experience for 256 frames...
[2024-03-13 09:41:08,042][13199] Decorrelating experience for 256 frames...
[2024-03-13 09:41:08,070][13132] Decorrelating experience for 256 frames...
[2024-03-13 09:41:08,276][12256] Fps is (10 sec: 0.0, 60 sec: 0.0, 300 sec: 0.0). Total num frames: 0. Throughput: 0: 7916.8. Samples: 237500. Policy #0 lag: (min: -1.0, avg: -1.0, max: -1.0)
[2024-03-13 09:41:09,166][12256] Heartbeat connected on RolloutWorker_w15
[2024-03-13 09:41:09,293][13356] Decorrelating experience for 256 frames...
[2024-03-13 09:41:09,410][13738] Decorrelating experience for 256 frames...
[2024-03-13 09:41:09,825][12256] Heartbeat connected on RolloutWorker_w14
[2024-03-13 09:41:13,276][12256] Fps is (10 sec: 0.0, 60 sec: 0.0, 300 sec: 0.0). Total num frames: 0. Throughput: 0: 19045.8. Samples: 666600. Policy #0 lag: (min: -1.0, avg: -1.0, max: -1.0)
[2024-03-13 09:41:14,123][13165] Worker 31, sleep for 93.000 sec to decorrelate experience collection
[2024-03-13 09:41:16,866][12256] Heartbeat connected on RolloutWorker_w45
[2024-03-13 09:41:16,896][12256] Heartbeat connected on RolloutWorker_w40
[2024-03-13 09:41:17,084][13131] Worker 30, sleep for 90.000 sec to decorrelate experience collection
[2024-03-13 09:41:17,300][12256] Heartbeat connected on RolloutWorker_w42
[2024-03-13 09:41:17,331][12256] Heartbeat connected on RolloutWorker_w39
[2024-03-13 09:41:17,408][12752] Worker 20, sleep for 60.000 sec to decorrelate experience collection
[2024-03-13 09:41:17,654][12256] Heartbeat connected on RolloutWorker_w32
[2024-03-13 09:41:17,662][12256] Heartbeat connected on RolloutWorker_w43
[2024-03-13 09:41:17,886][12256] Heartbeat connected on RolloutWorker_w47
[2024-03-13 09:41:17,925][12256] Heartbeat connected on RolloutWorker_w37
[2024-03-13 09:41:17,985][12256] Heartbeat connected on RolloutWorker_w46
[2024-03-13 09:41:18,187][12256] Heartbeat connected on RolloutWorker_w34
[2024-03-13 09:41:18,261][12256] Heartbeat connected on RolloutWorker_w41
[2024-03-13 09:41:18,276][12256] Fps is (10 sec: 0.0, 60 sec: 0.0, 300 sec: 0.0). Total num frames: 0. Throughput: 0: 28520.3. Samples: 1140800. Policy #0 lag: (min: -1.0, avg: -1.0, max: -1.0)
[2024-03-13 09:41:18,427][12256] Heartbeat connected on RolloutWorker_w38
[2024-03-13 09:41:18,845][12256] Heartbeat connected on RolloutWorker_w35
[2024-03-13 09:41:18,925][12256] Heartbeat connected on RolloutWorker_w44
[2024-03-13 09:41:18,985][12490] Worker 1, sleep for 3.000 sec to decorrelate experience collection
[2024-03-13 09:41:18,996][12256] Heartbeat connected on RolloutWorker_w49
[2024-03-13 09:41:19,024][12751] Worker 21, sleep for 63.000 sec to decorrelate experience collection
[2024-03-13 09:41:19,437][12256] Heartbeat connected on RolloutWorker_w33
[2024-03-13 09:41:19,738][12846] Worker 25, sleep for 75.000 sec to decorrelate experience collection
[2024-03-13 09:41:19,974][12256] Heartbeat connected on RolloutWorker_w48
[2024-03-13 09:41:20,481][13130] Worker 22, sleep for 66.000 sec to decorrelate experience collection
[2024-03-13 09:41:20,575][12256] Heartbeat connected on RolloutWorker_w36
[2024-03-13 09:41:21,173][12955] Worker 26, sleep for 78.000 sec to decorrelate experience collection
[2024-03-13 09:41:21,702][12750] Worker 19, sleep for 57.000 sec to decorrelate experience collection
[2024-03-13 09:41:21,998][12490] Worker 1 awakens!
[2024-03-13 09:41:22,116][12493] Worker 10, sleep for 30.000 sec to decorrelate experience collection
[2024-03-13 09:41:22,240][12494] Worker 11, sleep for 33.000 sec to decorrelate experience collection
[2024-03-13 09:41:22,822][13164] Worker 23, sleep for 69.000 sec to decorrelate experience collection
[2024-03-13 09:41:23,183][12847] Worker 29, sleep for 87.000 sec to decorrelate experience collection
[2024-03-13 09:41:23,219][12487] Worker 7, sleep for 21.000 sec to decorrelate experience collection
[2024-03-13 09:41:23,276][12256] Fps is (10 sec: 26214.5, 60 sec: 5825.5, 300 sec: 5825.5). Total num frames: 262144. Throughput: 0: 31789.1. Samples: 1430500. Policy #0 lag: (min: 0.0, avg: 1.0, max: 1.0)
[2024-03-13 09:41:23,468][12623] Worker 17, sleep for 51.000 sec to decorrelate experience collection
[2024-03-13 09:41:24,183][12499] Worker 13, sleep for 39.000 sec to decorrelate experience collection
[2024-03-13 09:41:24,202][13167] Worker 28, sleep for 84.000 sec to decorrelate experience collection
[2024-03-13 09:41:24,280][12514] Worker 16, sleep for 48.000 sec to decorrelate experience collection
[2024-03-13 09:41:25,789][12495] Worker 12, sleep for 36.000 sec to decorrelate experience collection
[2024-03-13 09:41:26,306][12749] Worker 18, sleep for 54.000 sec to decorrelate experience collection
[2024-03-13 09:41:26,427][12848] Worker 24, sleep for 72.000 sec to decorrelate experience collection
[2024-03-13 09:41:26,434][13067] Worker 27, sleep for 81.000 sec to decorrelate experience collection
[2024-03-13 09:41:26,750][12486] Worker 5, sleep for 15.000 sec to decorrelate experience collection
[2024-03-13 09:41:27,093][12748] Worker 15, sleep for 45.000 sec to decorrelate experience collection
[2024-03-13 09:41:27,214][12484] Worker 3, sleep for 9.000 sec to decorrelate experience collection
[2024-03-13 09:41:27,267][12491] Worker 8, sleep for 24.000 sec to decorrelate experience collection
[2024-03-13 09:41:27,333][12488] Worker 2, sleep for 6.000 sec to decorrelate experience collection
[2024-03-13 09:41:27,420][12489] Worker 6, sleep for 18.000 sec to decorrelate experience collection
[2024-03-13 09:41:27,836][12492] Worker 9, sleep for 27.000 sec to decorrelate experience collection
[2024-03-13 09:41:27,914][12485] Worker 4, sleep for 12.000 sec to decorrelate experience collection
[2024-03-13 09:41:28,276][12256] Fps is (10 sec: 78643.3, 60 sec: 15728.8, 300 sec: 15728.8). Total num frames: 786432. Throughput: 0: 45882.6. Samples: 2064700. Policy #0 lag: (min: 0.0, avg: 3.3, max: 4.0)
[2024-03-13 09:41:28,423][12496] Worker 14, sleep for 42.000 sec to decorrelate experience collection
[2024-03-13 09:41:31,615][13803] Worker 45, sleep for 135.000 sec to decorrelate experience collection
[2024-03-13 09:41:31,718][13419] Worker 40, sleep for 120.000 sec to decorrelate experience collection
[2024-03-13 09:41:32,002][13548] Worker 42, sleep for 126.000 sec to decorrelate experience collection
[2024-03-13 09:41:32,108][13485] Worker 37, sleep for 111.000 sec to decorrelate experience collection
[2024-03-13 09:41:32,146][13453] Worker 39, sleep for 117.000 sec to decorrelate experience collection
[2024-03-13 09:41:32,377][13166] Worker 32, sleep for 96.000 sec to decorrelate experience collection
[2024-03-13 09:41:32,607][13802] Worker 47, sleep for 141.000 sec to decorrelate experience collection
[2024-03-13 09:41:32,668][13801] Worker 46, sleep for 138.000 sec to decorrelate experience collection
[2024-03-13 09:41:32,819][13199] Worker 34, sleep for 102.000 sec to decorrelate experience collection
[2024-03-13 09:41:32,881][13644] Worker 49, sleep for 147.000 sec to decorrelate experience collection
[2024-03-13 09:41:33,078][13357] Worker 38, sleep for 114.000 sec to decorrelate experience collection
[2024-03-13 09:41:33,106][13611] Worker 43, sleep for 129.000 sec to decorrelate experience collection
[2024-03-13 09:41:33,263][13452] Worker 41, sleep for 123.000 sec to decorrelate experience collection
[2024-03-13 09:41:33,263][13643] Worker 44, sleep for 132.000 sec to decorrelate experience collection
[2024-03-13 09:41:33,276][12256] Fps is (10 sec: 78644.6, 60 sec: 19065.2, 300 sec: 19065.2). Total num frames: 1048576. Throughput: 0: 58289.4. Samples: 2623000. Policy #0 lag: (min: 0.0, avg: 3.8, max: 6.0)
[2024-03-13 09:41:33,364][12488] Worker 2 awakens!
[2024-03-13 09:41:33,559][13231] Worker 35, sleep for 105.000 sec to decorrelate experience collection
[2024-03-13 09:41:33,612][13738] Worker 48, sleep for 144.000 sec to decorrelate experience collection
[2024-03-13 09:41:33,898][13132] Worker 33, sleep for 99.000 sec to decorrelate experience collection
[2024-03-13 09:41:33,898][13356] Worker 36, sleep for 108.000 sec to decorrelate experience collection
[2024-03-13 09:41:33,916][12483] Updated weights for policy 0, policy_version 10 (0.0007)
[2024-03-13 09:41:36,259][12484] Worker 3 awakens!
[2024-03-13 09:41:38,276][12256] Fps is (10 sec: 65536.7, 60 sec: 24030.1, 300 sec: 24030.1). Total num frames: 1441792. Throughput: 0: 59966.9. Samples: 2698500. Policy #0 lag: (min: 0.0, avg: 4.9, max: 10.0)
[2024-03-13 09:41:39,974][12485] Worker 4 awakens!
[2024-03-13 09:41:41,826][12486] Worker 5 awakens!
[2024-03-13 09:41:43,276][12256] Fps is (10 sec: 52428.7, 60 sec: 26214.6, 300 sec: 24198.1). Total num frames: 1572864. Throughput: 0: 63053.6. Samples: 2842500. Policy #0 lag: (min: 0.0, avg: 6.6, max: 11.0)
[2024-03-13 09:41:44,319][12487] Worker 7 awakens!
[2024-03-13 09:41:45,510][12489] Worker 6 awakens!
[2024-03-13 09:41:48,276][12256] Fps is (10 sec: 26214.0, 60 sec: 28399.1, 300 sec: 24342.1). Total num frames: 1703936. Throughput: 0: 65113.4. Samples: 3033400. Policy #0 lag: (min: 0.0, avg: 5.0, max: 12.0)
[2024-03-13 09:41:48,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:41:48,277][12462] Saving new best policy, reward=0.000!
[2024-03-13 09:41:51,366][12491] Worker 8 awakens!
[2024-03-13 09:41:52,214][12493] Worker 10 awakens!
[2024-03-13 09:41:53,276][12256] Fps is (10 sec: 26214.3, 60 sec: 30583.5, 300 sec: 24466.9). Total num frames: 1835008. Throughput: 0: 64691.1. Samples: 3148600. Policy #0 lag: (min: 0.0, avg: 1.6, max: 4.0)
[2024-03-13 09:41:53,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:41:54,937][12492] Worker 9 awakens!
[2024-03-13 09:41:55,338][12494] Worker 11 awakens!
[2024-03-13 09:41:58,276][12256] Fps is (10 sec: 39321.5, 60 sec: 34952.6, 300 sec: 26214.5). Total num frames: 2097152. Throughput: 0: 61524.6. Samples: 3435200. Policy #0 lag: (min: 0.0, avg: 6.0, max: 14.0)
[2024-03-13 09:41:58,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:01,893][12495] Worker 12 awakens!
[2024-03-13 09:42:03,276][12256] Fps is (10 sec: 52428.6, 60 sec: 39321.7, 300 sec: 27756.6). Total num frames: 2359296. Throughput: 0: 58693.3. Samples: 3782000. Policy #0 lag: (min: 0.0, avg: 2.4, max: 5.0)
[2024-03-13 09:42:03,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:03,282][12499] Worker 13 awakens!
[2024-03-13 09:42:05,666][12483] Updated weights for policy 0, policy_version 20 (0.0006)
[2024-03-13 09:42:08,276][12256] Fps is (10 sec: 65536.3, 60 sec: 45875.2, 300 sec: 30583.6). Total num frames: 2752512. Throughput: 0: 56066.8. Samples: 3953500. Policy #0 lag: (min: 0.0, avg: 4.7, max: 19.0)
[2024-03-13 09:42:08,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:10,522][12496] Worker 14 awakens!
[2024-03-13 09:42:12,193][12748] Worker 15 awakens!
[2024-03-13 09:42:12,378][12514] Worker 16 awakens!
[2024-03-13 09:42:13,276][12256] Fps is (10 sec: 78642.7, 60 sec: 52428.9, 300 sec: 33113.0). Total num frames: 3145728. Throughput: 0: 50077.7. Samples: 4318200. Policy #0 lag: (min: 0.0, avg: 6.3, max: 22.0)
[2024-03-13 09:42:13,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:14,566][12623] Worker 17 awakens!
[2024-03-13 09:42:17,440][12752] Worker 20 awakens!
[2024-03-13 09:42:18,276][12256] Fps is (10 sec: 52428.7, 60 sec: 54613.3, 300 sec: 32768.1). Total num frames: 3276800. Throughput: 0: 46668.8. Samples: 4723100. Policy #0 lag: (min: 0.0, avg: 7.5, max: 24.0)
[2024-03-13 09:42:18,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:18,705][12750] Worker 19 awakens!
[2024-03-13 09:42:20,406][12749] Worker 18 awakens!
[2024-03-13 09:42:22,125][12751] Worker 21 awakens!
[2024-03-13 09:42:23,276][12256] Fps is (10 sec: 65536.4, 60 sec: 58982.5, 300 sec: 36201.0). Total num frames: 3801088. Throughput: 0: 50217.6. Samples: 4958300. Policy #0 lag: (min: 0.0, avg: 8.2, max: 27.0)
[2024-03-13 09:42:23,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:23,287][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000000029_3801088.pth...
[2024-03-13 09:42:23,776][12483] Updated weights for policy 0, policy_version 30 (0.0008)
[2024-03-13 09:42:26,578][13130] Worker 22 awakens!
[2024-03-13 09:42:28,276][12256] Fps is (10 sec: 91750.3, 60 sec: 56797.8, 300 sec: 38130.2). Total num frames: 4194304. Throughput: 0: 57651.0. Samples: 5436800. Policy #0 lag: (min: 0.0, avg: 4.1, max: 8.0)
[2024-03-13 09:42:28,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:31,922][13164] Worker 23 awakens!
[2024-03-13 09:42:33,276][12256] Fps is (10 sec: 78642.5, 60 sec: 58982.2, 300 sec: 39891.6). Total num frames: 4587520. Throughput: 0: 64606.6. Samples: 5940700. Policy #0 lag: (min: 0.0, avg: 4.3, max: 9.0)
[2024-03-13 09:42:33,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:34,838][12846] Worker 25 awakens!
[2024-03-13 09:42:38,276][12256] Fps is (10 sec: 91749.8, 60 sec: 61166.7, 300 sec: 42598.5). Total num frames: 5111808. Throughput: 0: 67453.1. Samples: 6184000. Policy #0 lag: (min: 0.0, avg: 5.7, max: 11.0)
[2024-03-13 09:42:38,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:38,530][12848] Worker 24 awakens!
[2024-03-13 09:42:39,273][12955] Worker 26 awakens!
[2024-03-13 09:42:40,725][12483] Updated weights for policy 0, policy_version 40 (0.0009)
[2024-03-13 09:42:43,276][12256] Fps is (10 sec: 91749.9, 60 sec: 65535.8, 300 sec: 44040.3). Total num frames: 5505024. Throughput: 0: 72933.2. Samples: 6717200. Policy #0 lag: (min: 0.0, avg: 5.9, max: 11.0)
[2024-03-13 09:42:43,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:47,186][13131] Worker 30 awakens!
[2024-03-13 09:42:47,210][13165] Worker 31 awakens!
[2024-03-13 09:42:47,534][13067] Worker 27 awakens!
[2024-03-13 09:42:47,583][12462] Signal inference workers to stop experience collection...
[2024-03-13 09:42:47,641][12483] InferenceWorker_p0-w0: stopping experience collection
[2024-03-13 09:42:47,648][12462] Signal inference workers to resume experience collection...
[2024-03-13 09:42:47,671][12483] InferenceWorker_p0-w0: resuming experience collection
[2024-03-13 09:42:48,276][12256] Fps is (10 sec: 78643.9, 60 sec: 69905.1, 300 sec: 45371.2). Total num frames: 5898240. Throughput: 0: 76922.2. Samples: 7243500. Policy #0 lag: (min: 1.0, avg: 20.0, max: 44.0)
[2024-03-13 09:42:48,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:48,299][13167] Worker 28 awakens!
[2024-03-13 09:42:50,286][12847] Worker 29 awakens!
[2024-03-13 09:42:53,276][12256] Fps is (10 sec: 91751.6, 60 sec: 76458.6, 300 sec: 47574.4). Total num frames: 6422528. Throughput: 0: 79117.8. Samples: 7513800. Policy #0 lag: (min: 0.0, avg: 14.6, max: 47.0)
[2024-03-13 09:42:53,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:42:54,612][12483] Updated weights for policy 0, policy_version 50 (0.0009)
[2024-03-13 09:42:58,276][12256] Fps is (10 sec: 91750.3, 60 sec: 78643.2, 300 sec: 48684.0). Total num frames: 6815744. Throughput: 0: 83882.3. Samples: 8092900. Policy #0 lag: (min: 0.0, avg: 5.8, max: 13.0)
[2024-03-13 09:42:58,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:43:03,276][12256] Fps is (10 sec: 78642.9, 60 sec: 80827.7, 300 sec: 49717.1). Total num frames: 7208960. Throughput: 0: 87646.6. Samples: 8667200. Policy #0 lag: (min: 0.0, avg: 7.0, max: 14.0)
[2024-03-13 09:43:03,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:43:08,276][12256] Fps is (10 sec: 91750.8, 60 sec: 83012.3, 300 sec: 51555.1). Total num frames: 7733248. Throughput: 0: 88415.6. Samples: 8937000. Policy #0 lag: (min: 0.0, avg: 7.7, max: 15.0)
[2024-03-13 09:43:08,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:43:08,478][13166] Worker 32 awakens!
[2024-03-13 09:43:09,142][12483] Updated weights for policy 0, policy_version 60 (0.0009)
[2024-03-13 09:43:13,002][13132] Worker 33 awakens!
[2024-03-13 09:43:13,276][12256] Fps is (10 sec: 104858.3, 60 sec: 85196.9, 300 sec: 53274.6). Total num frames: 8257536. Throughput: 0: 90186.8. Samples: 9495200. Policy #0 lag: (min: 0.0, avg: 7.1, max: 14.0)
[2024-03-13 09:43:13,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:43:14,922][13199] Worker 34 awakens!
[2024-03-13 09:43:18,276][12256] Fps is (10 sec: 91750.2, 60 sec: 89565.9, 300 sec: 54067.3). Total num frames: 8650752. Throughput: 0: 91662.4. Samples: 10065500. Policy #0 lag: (min: 0.0, avg: 10.3, max: 65.0)
[2024-03-13 09:43:18,276][12256] Avg episode reward: [(0, '0.001')]
[2024-03-13 09:43:18,277][12462] Saving new best policy, reward=0.001!
[2024-03-13 09:43:18,662][13231] Worker 35 awakens!
[2024-03-13 09:43:22,002][13356] Worker 36 awakens!
[2024-03-13 09:43:22,477][12483] Updated weights for policy 0, policy_version 70 (0.0009)
[2024-03-13 09:43:23,210][13485] Worker 37 awakens!
[2024-03-13 09:43:23,276][12256] Fps is (10 sec: 91750.0, 60 sec: 89565.8, 300 sec: 55606.4). Total num frames: 9175040. Throughput: 0: 92197.9. Samples: 10332900. Policy #0 lag: (min: 0.0, avg: 7.3, max: 15.0)
[2024-03-13 09:43:23,277][12256] Avg episode reward: [(0, '0.002')]
[2024-03-13 09:43:23,286][12462] Saving new best policy, reward=0.002!
[2024-03-13 09:43:27,177][13357] Worker 38 awakens!
[2024-03-13 09:43:28,276][12256] Fps is (10 sec: 117964.6, 60 sec: 93935.0, 300 sec: 57826.0). Total num frames: 9830400. Throughput: 0: 92880.3. Samples: 10896800. Policy #0 lag: (min: 0.0, avg: 7.5, max: 15.0)
[2024-03-13 09:43:28,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 09:43:29,246][13453] Worker 39 awakens!
[2024-03-13 09:43:31,822][13419] Worker 40 awakens!
[2024-03-13 09:43:33,276][12256] Fps is (10 sec: 91750.6, 60 sec: 91750.5, 300 sec: 57671.8). Total num frames: 10092544. Throughput: 0: 93697.8. Samples: 11459900. Policy #0 lag: (min: 0.0, avg: 12.6, max: 76.0)
[2024-03-13 09:43:33,276][12256] Avg episode reward: [(0, '0.001')]
[2024-03-13 09:43:36,366][13452] Worker 41 awakens!
[2024-03-13 09:43:37,938][12483] Updated weights for policy 0, policy_version 80 (0.0009)
